csvFile,Image1,Image2,Time1,Time2,BladeLength1,BladeLength2,BladeWidth1,BladeWidth2,Cell,IsMID,CentroX,CentroY,Area,karea,kx,ky,AreaAtDiv,Cell_Cycle_Duration,HasDivided,IsCompetent,DivisionClass,CompetenceClass,Identity,StomatalLineage,WARNING_Imprecise_ID,WARNING_Imprecise_CCD,WARNING_Imprecise_AAD
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 257,FALSE,8.53042803,144.8970025,111.37,0.042753729,0.020985164,0.023144581,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 258,FALSE,16.38017182,139.8473799,67.79,0.038128565,0.018048319,0.019202848,76.87703353,NA,TRUE,FALSE,1,NA,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 259,FALSE,14.1542839,132.7292969,74.12,0.040634754,0.013681015,0.025395288,NA,NA,FALSE,TRUE,NA,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 260,FALSE,3.4850887,150.1215024,33.74,0.041186772,0.014993859,0.020729887,52.90655482,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 261,FALSE,-2.49260244,157.0036054,89.77,0.039292622,0.011866893,0.027725492,118.591776,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 262,FALSE,16.61306143,96.66674695,80.71,0.048707575,0.028523889,0.018649945,98.270496,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 263,FALSE,22.04859238,94.08707088,86.86,0.040395993,0.020684457,0.018558866,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 291,FALSE,-44.87470503,85.88238559,69.81,0.045974036,0.012647164,0.031189691,NA,NA,FALSE,TRUE,NA,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 292,FALSE,-47.71252437,94.83195259,98.92,0.042471363,0.01716932,0.023573474,119.903328,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 299,TRUE,-8.10819549,-8.10949693,88.98,0.044217115,0.011551514,0.031095129,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 302,FALSE,-35.01500604,130.6235825,71.83,0.04829474,0.016023562,0.032940563,101.763268,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 303,FALSE,-38.412507,141.3464295,83.97,0.039350907,0.016020369,0.025241666,NA,NA,FALSE,TRUE,NA,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 304,FALSE,-33.00863955,153.2720755,80.57,0.047244723,0.023869302,0.024155087,NA,NA,FALSE,TRUE,NA,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 305,FALSE,-39.99404488,121.514577,115.91,0.046048648,0.022736491,0.023186994,168.5547541,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 330,FALSE,-54.5553657,117.2232027,66.82,0.057576679,0.023891527,0.026167548,117.8528768,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 331,FALSE,-54.0115714,132.061836,98.37,0.044529142,0.021409791,0.022472507,154.330272,NA,TRUE,TRUE,1,1,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 332,FALSE,-50.05443844,146.4900786,74.31,0.054405962,0.031124812,0.022428625,119.587104,NA,TRUE,FALSE,1,NA,PC,FALSE,FALSE,FALSE,FALSE
tracking_samJan17.csv,TL01_median.png,TL09_T03_median_flip.png,0,11.8833,207.1054912,269.9435162,150.7484244,199.3647687,Cell 333,FALSE,-43.72193961,147.9283105,41.19,0.050295086,0.024938412,0.024745442,62.5270291,NA,TRUE,TRUE,2,2,MMC_or_MM,TRUE,FALSE,FALSE,FALSE
